label,lat,long,riverName,stationGuid,wiskiID
Guestwick Road 1,52.807066,1.078396,,d697f4ec-6243-4092-9d43-805bcf9c1a44,TG02_776A
Cranberry Rough Hockham,52.503231,0.851132,,fd318673-ff82-47cd-a0d2-1dbdb879e8a6,TL99_251
Whitebeams,50.968985,-1.187827,,184d6639-67a7-4462-88d0-eb8c334d121b,142502923
Archdeacon Newton,54.553624,-1.610525,,b7803a92-8610-4cb6-9dbb-4a8672eafcc5,25-3-83
Repton Park,52.812495,-1.536689,,239b6f47-e7fc-4ba4-87a2-44c4ed6dab86,1015GW
Melton Bottom,53.737811,-0.516203,,395bde20-bfd5-46fb-b079-c1f6eb83076e,SE92MTB0CC
Wonston Manor Farm,51.14236,-1.325594,,caec9262-d07f-42f6-92fb-bf197e940984,141804298
Hintons Farm,51.770418,-1.848561,,0ac51090-15e6-437d-a85d-d7ef67dad1da,SP10_40
Breach Farm Cottages,51.11644,-1.103925,,c0b9d75f-808c-42a0-90fa-cca31e9c1515,142202671
Pound Lane,50.976389,-1.117547,,5299a5d8-0ae6-411c-a7e8-ee031b56b0d7,142803911
Lady Well Lane,53.293723,-0.879178,,9a254f47-05c3-45bb-9115-2a7984718259,1863GW
Wilbraham Fen,52.211599,0.220321,,bb6fc532-a7be-4a34-815d-a46de96fdb8a,TL55_177
Kirton Crossroads,52.003285,1.313874,,e45e171d-e5e5-449e-beaa-d1958437ee6a,TM23_7950
Mouldsworth,53.235101,-2.742386,,56f59bdc-6d85-4cea-aeab-4904474f5996,SJ57_38
Brickhouse Farm,50.988894,0.404134,,0933baf4-df12-4b87-af8a-bab13cce785e,546520001
Waterwheel Northington,51.125225,-1.194108,,937246a5-40a5-489f-a71b-621c41c0ad82,142203533
Pitstone Green Farm,51.831499,-0.641449,,c0b95730-05b2-4a48-8bf7-90d9b1d51fbd,SP91_015
Hill Barn Cottages,51.387675,-1.954029,,f0409b75-76c6-4f55-a271-8ec794e12521,SU06_1
Hindolveston,52.825103,1.033826,,37f3a9df-1ea1-41b1-8e48-882fc525ea5f,TG02_494A
Boughton Lees,51.188733,0.894481,,960dc538-f991-40c5-911b-daf41b7aeeb4,644302001
Hopton,52.835586,-2.605369,,d5aac530-9b10-4abb-a998-fcaf6f56dd8f,26101
Hart Law,55.353511,-1.679193,,6012aca4-2b53-4efa-9a3b-1d80b5af13f6,22-3-98
Shotesham Common,52.543931,1.310742,,fe404ff8-bd9d-4800-9d10-2c9abd926e8d,NTM2949P1
Duchess Plantation,53.271,-1.129141,,fe9b5a97-5c96-4d35-b968-91cefcf5f46c,1729GW
Castle Eaton North,51.664887,-1.793262,,ad035174-b633-4b27-994e-4a0222b67ea9,TW05_8
Dares Brewery,52.464548,-1.889777,,08ac97c9-d8f4-49ed-ac5b-271d245cf662,1215GW
Repton,52.83431,-1.55234,,859f26a0-e734-43f5-a633-2caffe59c065,1918GW
Church Farm,51.770075,-2.045668,,28ef4f44-5349-4383-ba12-a78540c07e3c,SO90_25
Kinsbourne Green,51.835566,-0.392148,,e07ddbc6-7158-4a47-b987-eb2b934dd257,TL11_164
Oakley Wood,51.592875,-1.081621,,70bc4789-a859-4d6c-8f9c-0b714ece328c,SU68_78E
Lowtherville School,50.600622,-1.224265,,ad83be1c-1ee9-4aad-9e5f-f6d7d5d1171c,40101082
Weavers Fields,51.526074,-0.060421,,4bdc742b-d485-4f5f-a7da-a3fc05f52dba,TQ38_463
Craig Cahoons,51.699921,-1.753673,,76406dcd-4607-48f8-a001-04a04b866966,GP06_13
Bovingdon Green,51.715086,-0.536707,,0951d99b-099f-4ef2-b8bd-0f4e06e22fa2,TL00_58
Astley Plantation,52.313861,-2.280785,,10c06140-015e-4510-a492-409db34539c0,9016GW
Folkington Old Rectory,50.813108,0.211822,,a3e1a9cb-62c9-4ac5-a1b8-02215e643d78,341523001
Coleford,50.800503,-3.765972,,49d1eede-67cf-47bf-b641-12147a8a81e7,SS70G043
Sunnydene Plaxton Bridge,53.81327,-0.384555,,5ade1933-e36d-4436-b1d7-999db7f1a5df,TA03SPB0CC
Itchen Abbas,51.099887,-1.237237,,e4556c68-b201-437a-8757-5329d010351e,142204981
Chester Road,53.363025,-2.604933,,619d93ee-1b17-4760-9431-48240a734f53,SJ58_117
Brewery Cottages,51.42152,-1.073553,,8867ce18-d022-4d73-a37a-1ff88fcde402,SU66_38
Winshill,52.805443,-1.599808,,986a2338-f11a-4b4b-8085-78594f239a54,1919GW
Brand Green,51.951988,-2.378916,,f4803586-8936-45d9-9a7c-798aed87f90f,0047GW
Little Budbridge,50.652054,-1.250592,,6b3a76ce-9d82-4694-91b5-4bcb5758ed73,40101075
Vernham Dean,51.307117,-1.511543,,2f52aab6-4848-4ee9-a072-ec929e0a9ef2,141802166
Cantley Towers,53.501673,-1.071957,,122d7b7d-24f7-4de5-acc4-37784cb2515e,1804GW
Stoke by Clare,52.068761,0.546104,,e16efe2f-9cd4-401a-86d8-b48d6ab21b62,TL74_441
Peacehaven,50.799467,-0.009473,,ca8c8997-020b-4bf0-8143-07b52aed0245,242611001
Branston Moor,53.19633,-0.423053,,287c142f-b7b8-4e03-ac34-dd1c74dc9386,2_558
School Road,52.160282,0.005501,,ca379592-00be-4043-9e35-b3c63177f120,TL35_004
Roke Farm Odiham,51.235699,-0.911418,,0edbbcd4-02ca-4ec5-b3da-199906d1c66d,SU74_5
Ditchling Road,50.853335,-0.133273,,727a31d8-cb71-4b4d-8891-b928844fde84,242601501
Tarrant Keyneston Bridge,50.840056,-2.096316,,46eece0e-e7c0-4b28-bed7-a082a8c7b78b,G433402
White Sheiling,51.27431,0.142944,,9cf00373-871f-43b7-8f4b-b1852c99b203,441345050
Well Cottage,52.263477,1.576536,,fcc2daee-3e90-499c-9adf-252d0b9becb4,TM46_481
Tunstall School,54.68548,-1.254085,,97b7bf36-917b-4df0-ac9b-3a11ae198ea3,25-5-113
Beer Football Ground,50.781813,-3.25102,,3e7d8886-824c-4c3b-80d3-038758ba3179,SY29G020
Harmer Hill,52.796144,-2.757876,,062a9123-f17f-479d-ad55-eff945043447,0157GW
Corporals Belt,52.193263,1.61079,,d40b35ea-17ec-46a4-a744-6d851fe5ec86,TM46_619
Longdon on Tern,52.740015,-2.571457,,5c7c3674-2933-469b-a770-f7fbb851b8ff,2058GW
Fleete Court Farm,51.355568,1.370117,,b72ed2c4-bcf0-4416-95d7-b35e8c008690,644043002
Castle Bytham South,52.745843,-0.528552,,1948f19b-e5c4-4fad-b1e1-c2e09f010c93,3_508
Ashe Warren Cottages,51.257019,-1.229624,,b565a674-0fcc-4427-a315-e34961bfa97a,141801152
Ladies Pool,52.399558,-2.176684,,4887cd60-d2b8-4896-b959-4e4fb9afe6c1,590
Lower Dunsforth,54.077906,-1.322974,,65ddb7e5-8a27-44fd-a03f-1a3ee3da9184,SE46LDC0RD
Upper Cranbourne,51.175621,-1.305439,,b9c93153-d08c-466d-a78b-632ec9505e4d,141804183
Alma Cottage,51.373042,0.123858,,a1bb03b2-1433-4871-aa46-179a46ea2ec2,441222003
Burton Point,53.254321,-3.047418,,41d539ae-e5a4-4731-978c-ae6e7038b604,SJ37_46
Barnsley Park,51.752898,-1.88246,,f300b7d6-ed9b-4b63-817e-ee9c9b9e4aa3,SP00_19A
White House Farm,52.081413,0.970188,,d2f06a40-6c76-4faf-832d-9257ba0445e8,TM04_360
Bridge Road,51.246545,1.112489,,28f2613b-6ec7-4d5b-bb56-811a45904bf9,644650001
Brandeston Road,52.217557,1.266702,,ac8e8f42-ec01-4f05-8993-a0ef6c24dbfd,TM26_700
Winshill West,52.808284,-1.6161,,50409c7d-ac48-4a3e-9769-b4db4699191c,1920GW
Snowshill Sawmills,52.006438,-1.842683,,d4995956-7ddc-4180-8707-3aba691bb2e5,SP13_29
Wissey,52.520912,0.51277,,d53c3eb3-305e-47ed-b281-402a79739f41,TL79_076
Stubwood Well,52.957321,-1.856825,,a7406e78-cf0b-41ab-90d0-0c416dad7b12,1408GW
Rowridge,50.675113,-1.362737,,f0771a03-3708-43d1-88c1-cce5601661fb,40401038
Old Lodge Stody,52.866929,1.064951,,cb934ae2-e8cb-4f40-8fda-9c2a02ff08d8,TG03_644
Owletts,51.39324,0.391738,,0b22919b-a181-4a1e-a3c0-bc8293acd01d,441422001
Poling Manor Farm,50.831247,-0.507487,,068e03e5-00a7-4141-bb48-da909a943ed2,244140024
Odsey Park,52.025772,-0.117062,,7b05a0e2-5a28-414e-adf1-af37ac09f12b,TL23_005
Cromer Road,52.933678,1.219413,,7d73034a-bbef-440a-a856-97282f6c157b,TG14_624
Black Horse,51.710101,-0.712362,,1534e686-1fb5-4e91-bd95-cb95782c950d,SP80_62
Ellerdine Station,52.792052,-2.555233,,c58f279e-e7a2-4a35-84a4-7307a04f4557,2888
Ellerdine Station A,52.792052,-2.555233,,c58f279e-e7a2-4a35-84a4-7307a04f4557,4016GW
Sandon Road,52.00797,-0.073238,,d4455a5e-50d1-4cb4-91ae-9ce2e6568c7f,TL33_043
Kew Gardens,51.368984,-1.539185,,03fd33ac-d0b4-4038-8613-a84af1b0b29a,SU36_114
Bottlehall,52.12099,0.345054,,1e8bbd10-18d3-4155-9cd8-04a40b713d8e,TL64_040
Rising Sun B,51.400808,0.244216,,3569c7e9-604e-469f-a42b-9e6be35e182e,441320029
Rising Sun T,51.400808,0.244216,,3569c7e9-604e-469f-a42b-9e6be35e182e,441320030
Cherry Tree Stud,52.195644,0.290114,,3ef0b912-0838-41a0-ad0e-747d888301e0,TL55_005
Daisy Bank,52.20579,-0.572448,,ca2c8471-2cae-4b80-8382-09a8f01afd19,SP95_063
Dow Lane Crostwick,52.700013,1.347661,,c66d8576-a3a5-459d-8b1e-568403693d77,NTG2166PB
Markway,50.824892,-1.651608,,bcd61bff-aec2-46b8-9310-dbcbbca8b5d3,140504941
River Bank,52.295833,0.248012,,4376dcc7-4e17-4c5e-97b4-09447b688ec9,TL56_127
Bradley Cottages,51.181573,-1.217033,,e44fcb4b-d951-480f-9af9-fd5bee08f5e2,141804231
Wilds Lodge,52.661235,-0.557123,,a266c489-3988-4bcf-b1e1-96170832c325,3_031
Wilds Lodge Lane,52.659596,-0.555402,,a266c489-3988-4bcf-b1e1-96170832c325,3_030
Apes Down,50.682863,-1.357451,,61642e10-cc74-48e4-9763-8f0cb7c17760,40401080
Ashley Gardens,51.495961,-0.138343,,853a6f8b-f5e3-4335-abfb-4593bf1a7066,TQ27_88
Bodney Bridge,52.554977,0.693318,,63c68e77-d1fc-41f1-93c1-bd2b8b5c969a,TL89_119
Sheephouse Farm,51.747669,-1.919062,,4af814e2-95dc-4c6f-882c-c6905fd98dbd,SP00_25C
Brocton Park Farm,52.7785,-2.068218,,751e0b39-f04b-4082-9cca-13cdbdff804a,1026GW
Dickley Down,50.800191,-2.502719,,b38aebec-62f9-470d-a4dc-609b65763b82,90160101
Lawford House Farm,51.930061,1.042317,,d236a6fa-85c0-403a-8481-0f5e2d9c7b7e,TM03_900
Bere Court Farm,51.470045,-1.116194,,ff1a7b99-2d70-40a3-9751-f776d893545b,SU67_84
Damgate Lane 1,52.630346,1.558546,,09aa7089-0e70-4a40-8716-2bf57a1aa706,NTG4009P1
Hambleden,51.568096,-0.866779,,947b5ab1-dcbe-45d6-abbe-6b39968816aa,SU78_7
Beckton,51.519204,0.088777,,fc9d4a55-b1e5-4cbc-af66-616e6be417e3,TQ48_88A
Redcross,52.502906,0.783633,,4ef8041f-3f59-4e75-b9ef-9a34e10af1fd,TL89_020
Horsehall Hill,51.398325,-1.62528,,21906da6-84b9-4bf2-8575-75aebb6864f0,SU26_98
Stanton Road Farm,52.340683,0.888963,,975f1dd5-4d4e-428b-8613-6df890ee9dc8,TL97_147
Shell Depot,52.051515,-0.036011,,14bcc9eb-254d-4241-af65-4d10aa172349,TL34_165
Birkholme South,52.797565,-0.56018,,d2b80357-5bc1-4f0c-844c-fe649ee4fd2a,3_507
Cranmere Farm,52.57489,-2.361838,,64cd12c4-7e3b-4572-9caa-3c30f6fc8259,0098GW
Clayton Clarts,53.533149,-0.169295,,88fad8c6-830f-4acf-89db-59791e4538bf,5_030
Barrow Cross Roads,53.660278,-0.396101,,d8ac2595-499d-4855-bca0-ae0c608f6453,5_015
Hatley Park,52.142262,-0.137537,,cac07555-40b3-4e0a-aac8-af1d87e9b312,TL25_004
Weeting,52.490242,0.639434,,68bcbd8b-90a7-4111-a258-86fa846afb14,TL79_010
Welton,53.310933,-0.463112,,f5cb7870-5d84-4de5-8a8d-93678c4a2e80,1_582
Heighton Blackcap Farm 2,50.816205,0.08018,,6963df2b-d296-42c9-8867-d879ee6122e2,342604004
Orchard House,52.487687,1.187605,,948db2f9-e0a2-415f-9d54-bddb5cb7e6e9,NTG1962P1
White Cottage,51.995126,0.38698,,64b9b8fa-d8e1-41df-9fe1-acc1be6b02bb,TL63_452
Battlies,52.247555,0.780258,,cfff0592-e083-46d0-ac22-9447b4569fba,TL86_023
Bulls Bushes,51.230617,-1.181656,,48ee65b8-a8aa-44b0-ad12-58c0eb412001,141801744
Sleaford Bristol Way,52.999965,-0.421127,,def0d4d9-c773-49b5-a29b-3baa6be4a957,8_700
Horspath,51.73668,-1.180892,,c5ce6e05-0356-40ac-bcdc-166b65bd914a,SP50_75
Old Lodge,52.866971,1.065058,,a3b37bfb-7d72-4c2c-80a8-b4e6ecaaabf0,TG03_644L
Lower Acton Farm,52.30544,-2.22456,,aeba942b-fa80-408c-808d-642485e3729c,0239GW
Grace Avenue North Hykeham,53.192722,-0.602059,,01da4995-a821-43de-b233-24687cc55136,8_639
Nelson Street,51.532301,0.057036,,b74d76b2-b11c-45ec-860c-796cffc91f6b,TQ48_5
Clotton,53.167446,-2.707411,,39cc4c4d-daf5-47df-92fa-2f14d163c87a,SJ56_51
Manor Farm Woodmancott,51.17913,-1.193655,,a2e1a19e-0bab-4bdf-be11-6b4ca166954f,141804135
Cambridge Road Orwell,52.133821,-0.025482,,4017f053-ecb6-4743-b5e3-dc3f25b880c9,TL35_006
College farm,52.114717,0.189636,,6c2aa4d3-cee4-493b-852d-6c84b1478b25,TL54_002
Red Brick Tile House,51.244739,1.278049,,fc6f4258-9d77-47ef-b06f-b688135d3a58,644621011
Woodhurst,51.714343,-0.485908,,e67403e2-98c8-46e4-ab7b-9629ea897dd9,TL00_73
Ensdon,52.750197,-2.876638,,16b51d32-3d07-4bfc-a45d-a457bb930b89,26116
Ensdon Holyhead Road,52.750197,-2.876638,,16b51d32-3d07-4bfc-a45d-a457bb930b89,2282GW
Denham Green,52.319991,1.220456,,ea823f88-1d29-4200-99d7-fd47ef38c2c4,WAVOBS18
Cresent Cottages,51.948347,-0.120671,,0698e0b4-538e-42de-8a98-f163d6e03aa5,TL22_8
Streetlam Grange,54.39858,-1.536567,,7f68d9cf-1eff-4271-884b-dc4ad44f22db,NZ30SLG0SS
Bow Street,52.548638,0.972328,,9bc6b67f-2ffb-403d-bae8-6f4d1237b698,TM09_003
Anvil House Rudston,54.089179,-0.323261,,97d86199-4062-4f69-8b7d-384b6cecfe93,TA06AHR0CC
Chapel Cottage Ramsdean,50.996003,-0.996265,,1cb5cb7c-19cc-4b2a-a0da-53b78fd398b0,142800021
Spratts Green,52.787286,1.261559,,aa417fe4-1fc6-4ddb-ba08-ba9e74b94f76,TG22_060
Drakelow East,52.776072,-1.63521,,c7b74773-5a60-499d-b55a-7c0ba7bc8e3f,1916GW
Beeding Hill,50.876952,-0.271136,,f7d5347e-2c9b-4c8c-88ff-d92d1aad15ab,243112013
Edge,53.053226,-2.778597,,74d06bc3-a092-4d9a-8321-7e000a138487,SJ45_160
Claxby,53.217929,0.170127,,73143b66-c57a-4024-8471-c9ea4a864e63,6_086
Merrington,52.788351,-2.781317,,31c16e6c-21cb-43b9-9a51-1ae4da7d6f3b,2849
Chammens Hill,50.766402,-2.580956,,72c5b4d2-2381-4c35-ae70-8794d66e37f4,91259300
South Poorton,50.775507,-2.696671,,ac357028-6f98-4938-808e-c4345975a18b,91359216
Langford Farm,50.883514,-0.797246,,98b91fea-cd4f-4f24-843c-967d9c75d32a,245221008
Saltcoats Hall,54.363534,-3.42819,,d0e8257b-f61d-4a98-ad58-b39e546165ce,SD09_12
Sleaford West Gate,52.998466,-0.416563,,92446255-864d-4c7b-af38-2a66891aaba7,4_003
Great Bolas,52.791132,-2.520077,,5afa399f-a698-410b-8b0d-9db9e493b422,2889
Bolas House,52.790953,-2.520075,,5afa399f-a698-410b-8b0d-9db9e493b422,4011GW
Roman Road Balsham,52.119114,0.295508,,c8e51861-2024-441e-b3a6-484b6e4fb8b1,TL54_113
Ford Farm,52.512672,0.952726,,fe03fd47-6135-4159-aabc-7c666bf5a019,TM09_005
Oxborough,52.579599,0.543286,,0535273e-2792-4741-9c08-16be5bc0fb28,TF70_071
Letton,52.116981,-2.980046,,e546e752-852c-4554-932e-fe2b355aabb2,5537GW
Old Palace,51.257017,1.142039,,46796069-6aca-451a-97a8-91ff8e8b339c,644602007
Birches,51.579538,0.580394,,74345ac7-6586-4b5c-bd7a-71b6db80bbbe,TQ78_890
Southards Lane,53.315898,-1.213038,,e4eb002f-146f-44e0-bd91-4db338bf13da,1760GW
Down Farm,51.245005,-1.348048,,6c5e1ccb-4e5d-4d57-b120-dd799eae76d4,141801350
Crane Bridge,51.678168,-1.920473,,547ca615-4e81-40fc-8b6e-088929f2d5ae,SU09_57
Everington House,51.465997,-1.230862,,7702839a-3d10-4f48-8c2b-eb99c5b48cd1,SU57_165
Rainhill,53.401886,-2.764239,,23bc7a77-21e4-4300-8f69-9396bcd9dba2,SJ48_73
Cornhill Road,55.75798,-2.023294,,5673b449-af55-4880-8590-8d57d1c340fd,21-0-138
Ryhall South,52.678958,-0.464975,,2fd390e8-0f66-4da1-a5c9-f0754c90c202,3_806
Old Stoke Farm,51.137011,-1.307376,,0303407d-2a39-49e6-89aa-1bbdda776551,141804293
Snailwell Road,52.28648,0.423509,,25057d09-fa5d-445e-a65f-d1418a5b3883,TL66_089
Husrt Farm Herriard,51.199997,-1.05596,,e4772d2d-887a-4398-b617-2d490064b742,142203312
Darlington Golf Course,54.550929,-1.529973,,d274f26b-3a4b-455b-aba0-638a5c64a67a,25-3-73
Headley Park Pit,51.138193,-0.851819,,4140fb27-e376-4691-9588-eb247e8c34fa,SU83_98K
Smethcote,52.787152,-2.744078,,c5d77241-94c8-4629-ad3d-b3f949db19ac,2851
High Bridge,51.637129,-1.929142,,640b5210-f049-4911-beaa-6ef5ae79a670,SU09_166
Orchard Lea Farm,51.410055,0.420327,,720f6097-b656-4ea0-bb3b-d1f68a37faab,441521002
Tancred Pit Hole,54.078907,-0.367225,,3ae14d2b-3e55-4bf8-9c31-c01ab98d6bb7,TA06TPH0CC
Caston,52.540468,0.889769,,9afcc29e-20bb-477a-ad57-852a8ccaf45d,TL99_009
Hinstock,52.840889,-2.466186,,e335e857-acd2-45c2-8544-11696c5c29d2,2130GW
Ashwell,52.048998,-0.119878,,cdf886d8-3fe8-4c86-9f1f-f04b4c4cc1aa,TL24_100
Wingham,51.258797,1.188263,,931adb3d-cf8d-44df-82d9-715998104349,644613003
John Players,52.961657,-1.176309,,1c01fdd9-afcb-4c7f-8588-00f9551e79d2,1742GW
Beckley,51.784833,-1.177759,,c8aec11c-1792-4b33-87bc-e761caa4db35,SP50_74
Shaddelons House,51.974282,0.873098,,d95226f3-ad4c-4ee1-9c33-9196c5ced323,TL93_740
Octon Crossroads,54.109081,-0.455007,,1d6bc128-2aca-455b-9329-7394bd95178c,TA06OCR0CC
Nirvana,51.802802,-0.443062,,c43ed43d-eb93-4e32-9d75-7233715ab33d,TL01_21
Abrahams Cottage,51.026339,-1.438898,,29e0bd5d-0ffd-47b5-8503-6405de21802e,141815447
Mill End,52.183329,0.479337,,ff846f57-fd37-43bf-905c-57eae354f7e8,TL65_064
Beesfield Lane,51.37064,0.232726,,1aff7dd1-c712-450c-affe-e7537ddc9ba0,441324005
Mimram 2,51.868098,-0.269197,,76f38151-70e1-4650-881e-b3d2cafa6e61,TL12_129
Woodseats,51.121935,-1.088815,,a4b0cd82-4903-4517-9f49-850dd654a2bb,142202714
Smallburgh Fen B,52.768139,1.445253,,d800d863-5293-4a86-8d52-2539c01902b4,NTG3224PB
South Cerney,51.671019,-1.917955,,5d0d7e2d-a664-436a-9770-0d111f87043c,GP02_92
Hadnallwood,52.770573,-2.721117,,ee17a59b-3f78-420b-a4f9-90eaf2f46f6d,0149GW
Normanhurst Tower,50.909731,0.432287,,0bd46812-10d3-4309-a451-9e18467ca3d4,341111001
Clapham Green Farm,54.022906,-1.638789,,e9271797-c6dc-4a05-a3c1-5ca58c95edf2,SE25CGF0MG
Perching Hill Barn,50.879166,-0.236937,,3ddc9611-e1ee-4cf2-9061-341103419d9f,243103028
Kenyon Farm,53.448377,-2.54795,,1f102bf5-8d09-46d0-8363-af9b663b5ba0,SJ69_37B
Great Gressingham Fen,52.588645,0.720822,,d4444da1-7ee3-438a-8757-5aa9d53d47d4,TF80_192
Barton Horkstow Road,53.674637,-0.448846,,8f9ec200-b5cc-4ae8-8c95-f44fcf115bdd,5_108
Henpit Hole,54.077909,-0.434827,,c979fd60-d9f7-4978-a937-56998cb0a843,TA06HPH0CC
Woodland Lodge,52.752657,0.463314,,a82f22dd-ce56-47dd-9e00-1920d1a9895d,TF62_030
Hapsford Quarry,51.2428,-2.346023,,9b946856-176a-4366-a1ef-8181e76f4d09,90774345
Pulborough Brooks 10,50.951538,-0.492135,,6c204335-8147-4f7f-a834-b051f27a5a0c,244150007
Pulborough Brooks 11,50.951537,-0.49212,,6c204335-8147-4f7f-a834-b051f27a5a0c,244150008
Dean Farm,50.936058,-2.031962,,111a72c1-f36c-43f0-8626-ab07a182112e,90191310
Clarendon 6,51.079353,-1.728286,,0d7d95c2-30b0-4fee-a025-e7be3a2a8f08,90113407
Ainstable,54.810684,-2.739412,,9e455f8a-1f7c-4f93-989b-1fc64f25c3ff,NY54_10
Little Wymondley,51.929291,-0.225332,,36a8d593-47ea-4ecc-9746-da6064c755c6,TL22_015
Chequer Lane,51.79342,-0.392661,,69ff97bd-2cc9-4d91-9065-f18cd3fcba53,TL11_162
Weaverthorpe Slack,54.141104,-0.522061,,f47590ca-05b4-4510-9128-a195c80e7cbb,SE97WVS0CC
Kemble Wick,51.660391,-2.020402,,7e0a249a-029b-404c-9a59-2e33c95d7329,ST99_74
Brocklands Farm,51.008751,-1.092631,,bf9e5301-78d9-4cd0-a0d1-999ec8041222,142803619
Hilltop,51.935132,-2.392301,,6cdfe48a-dd23-4633-9f23-206ca7f28a00,0177GW
Glentworth,53.39337,-0.564514,,e02f29c5-dcd8-47e8-be21-36c6b60d43f5,1_580
Manchester Street,53.408867,-2.98332,,dc4fd620-e73e-480f-ac8d-a53cd1b0e65f,SJ39_134
Ray Farm,51.605349,-0.748237,,b7efbed9-a749-4f18-b6bd-6dff178d5a85,SU89_82
Hamels Lane,51.9064,0.002021,,fd00b910-bb3c-40ca-8bcb-26d86bdb52ac,TL32_8
Lechlade Lakeside,51.691384,-1.715961,,e5e34f7b-05c7-4b0e-b386-10ee9507635e,GP06_1
Meridian,53.036416,-1.085703,,85c18fe0-e876-448a-9aea-f937e58ddbc4,1739GW
Kirkham,53.785567,-2.862415,,96abd673-8bab-45c3-860c-fc3c8d6bd25f,SD43_20
Hassock Copse,51.124396,-1.231117,,2ee23f85-ce4b-4c05-b8a9-933cb3409548,142205634
Hall Farf Fen,52.695868,1.671714,,6338d0ee-6a39-4d9f-8781-ccdef4ea2df3,TG41_009
Mere End,53.631865,-2.83077,,f7c9ad6f-772c-42df-9793-48b39965a615,SD41_24
Coupland,54.564789,-2.450078,,6721b179-8dd2-4eb0-9c20-5bd3d89381c4,NY71_23
Knighton Eastwood,50.682576,-1.188817,,bdd911fd-29bf-467d-81dd-4a05ae372ff6,40101077
Preston Candover,51.172726,-1.133031,,dda1f7a2-fcec-4134-a669-5c9be723395a,142203593
Field Barn Well,52.589555,0.704652,,c04a8fad-61fd-41a0-bbe0-78ba4207403b,TF80_005
Wistow Mine,53.811134,-1.127783,,9cffe19f-5be4-49e2-b9d0-79677a5aaf88,SE53WNC0SS
Brocton Nature Reserve,52.769702,-2.043155,,f82c277a-c6ba-4958-bb71-329665646448,1045GW
Eggborough,53.704839,-1.144055,,033181d8-2ea4-4699-8c8e-4af55bda9510,SE52EGC0SS
Hollow Lane,52.547294,1.306909,,67ad79a5-20ab-4d19-81f2-2e4ddbff3538,NTM2949P3
Upphall West,53.35365,0.094146,,952d1c00-dd9e-4c24-a3dd-9d1b796c7b1b,7_058
Lea Hall Pimhill,52.784663,-2.753821,,512b7393-0551-46f5-9c0b-29e9f62105e5,3033GW
The Garden House,52.461683,1.034676,,ae40efa4-74b6-45c5-978d-afa595002fab,TM08_107
Lanham Lane,51.114524,-1.155707,,f0f4f9fc-048c-44fe-a6ea-14ca419a3641,142202602
Littlebourne Court Farm,51.281031,1.1638,,ffc6005a-0d7e-46cf-bb18-c68b1980b814,644601002
Wath Quarry 2,54.163115,-0.959492,,46c2f508-898a-49cd-ad67-ba21a713ad7a,SE67WQR1CO
Peak Forest,53.306044,-1.821148,,5ccb873e-ccea-40f4-8de4-af0cfe3cd737,1426GW
Hampstead Norreys,51.483404,-1.239038,,5fd5b320-9ea3-4207-8a35-c7a4fa6017f1,SU57_100
Pagham Farm,50.653979,-1.270508,,17c18294-5c1d-410d-859f-73c0b4e57aee,40301067
Lodge Lane,53.473838,-2.634154,,0204d7d7-dc98-452c-b361-c6ee1fe946f7,SJ59_149
Chapel Road,52.774188,0.520857,,ba075f0d-7ff5-4394-a80b-6c8268a3112c,TF72_118
Yorton Heath,52.796025,-2.733996,,f07a277d-57dd-4f8a-9884-d1dca08daf1e,26068
Larling,52.478891,0.903493,,c8132e18-1e98-4012-a1f1-1bdf7d221c49,TL99_021
Old Farm House,51.201492,1.156726,,c54e3c82-e57d-4d57-9fce-56ea20deebef,644603001
Pit King Farm,51.437334,-1.348523,,3175b87a-fb61-46c7-a5e9-26665b3e5a8e,SU47_21
Wingham Road,51.272897,1.196653,,2d97b297-5ea5-48fb-923d-be8f344be9a2,644613004
Shotesham,52.543948,1.310773,,e8d02787-b182-47b0-b903-a486772bf1cb,NTM2949P2
Slindon Gumber Hill,50.895823,-0.632834,,425fc668-4f05-45ac-abfc-c7641051b382,245421013
Bossingham Schoolhouse,51.196068,1.074741,,332e903d-ab54-429d-9a55-ea36a2eb6a5c,644812001
Keddington,53.381738,0.026885,,9e20b3a5-8293-4d0a-8d4f-8db1157c1656,6_055
EMRS 17,51.289896,0.450462,,578dfa1f-20cc-4417-9800-f98c60bf623f,442124017
Sandpool Lane,51.6871,-2.073979,,6c004e41-937b-48a1-876e-30599f38229c,ST99_99
Carlton Lake Drift,53.700334,-1.016138,,12bc38ec-4da7-4366-9510-6e79498324b4,SE62CLO0RD
Threekingham,52.910443,-0.375905,,a266a58f-77df-4f9e-97b8-d739dc7e7231,3_638
Wigmore,51.339259,0.584003,,fe623c30-8229-4cb3-95ba-4f1812a559e7,642145002
Brighton St Peters,50.828865,-0.134505,,65fe10b2-f522-48a7-9b41-6c67d6722c98,242601060
Park Lane Welford,51.453411,-1.418756,,fa731663-9fdd-4835-8d3a-82f6b14b3780,SU47_9
Holly House High Street,52.681602,0.863022,,bd11013c-7c6d-4cf9-b1da-53f7651db961,NTF9133P1
Nottingham University,52.940008,-1.191749,,bcb948fa-e0bd-4ea1-8e38-f7e4c5e481c3,1860GW
Hut Covert,52.404599,0.891787,,a91d6d21-43c1-46ed-b1d9-1c801b70431a,TL98_026
Lodge Farm,52.438395,0.680446,,97850153-03b6-4abf-a3d2-991ce2ee5837,TL88_004
