label,lat,long,riverName,stationGuid,wiskiID
Martins Fields,51.032122,-1.339202,,2a376544-5006-4e5c-bb23-fd5e0078c388,142206865
Stansted Airport,51.894887,0.240122,,733e4077-780c-4f5c-ab16-1ae89beee3e7,TL52_33A
Wilderness Farm,51.234148,-0.600415,,1304d0d9-344d-4319-b7df-0f154ceff4bf,SU94_6
Seavegate Gill,54.257,-0.483072,,a7d1fd6e-dc76-44ae-8b30-635affde644a,SE98SGG0CO
Widnes,53.369661,-2.742921,,6b66a226-f112-4bec-9414-e532af994319,SJ58_163
Ermine Street Appleby,53.61685,-0.565259,,8790fd90-fa1c-49e5-835b-23d67b220a8c,1_601
Ingoldmells,53.185093,0.328324,,7dc54173-3bca-4c5f-83ab-ea1d67871895,6_096
The Cinques,52.03557,-0.126448,,e7303e9f-bd48-49b2-8a88-f36087c4eebc,TL23_042
Coploe Hill,52.051699,0.174651,,1d6e298e-43ff-47ca-9029-142e7fd26ebc,TL44_301
Hedgesparrow Cottage,51.715297,-0.695901,,1ed95b68-67dd-49d3-aaac-ddad9ea8f2ff,SP90_49
Tring Station,51.800197,-0.621172,,85a597a5-0cab-4dd0-9d83-7b1653370cbc,SP91_71B
Ridgeway,50.74892,-2.412275,,ca2ab35f-1339-4a9a-a047-3950a43a588f,90179120
Great Isle,54.636792,-1.537659,,101e2fe8-88ea-4f34-a8cc-09140eaa6132,25-3-29
Bank Farm Kenstone,52.85265,-2.608428,,31bc73d6-8a96-4b27-a17a-b251af0fb44e,2501GW
Chidham Manor Farm,50.825304,-0.885209,,4294b42c-cbdb-4acb-8f37-1ac0a4c48514,245202006
Hannington Wick,51.659671,-1.74688,,a5b0251d-983b-4755-be05-58e094abb1d5,SU19_87
Branton Green,54.054485,-1.321583,,b7ab93ae-a2ef-47b1-bbc9-c046bea42f04,SE46BTG0SS
Wyevale,52.067434,-2.777349,,5120018b-b496-49e7-bc53-178687b0facd,5532GW
Gameslack,54.024997,-0.599884,,7873a2c2-5b1e-4d62-8e15-0fb951ec6b4a,SE95GS00CC
Wrestlingworth Plantation,52.120274,-0.183429,,6d258a84-605a-4093-a1ac-6bbb8576a588,TL24_131
Crawley,51.115387,-1.379846,,38f3a6ec-088f-4b4c-b70a-1e19b3038a20,141809901
Downton Church,50.996763,-1.74165,,013c59ba-c55a-41c6-a984-c8b81d5b216f,90112405
Nares Gladley,51.941357,-0.680249,,ec716bc6-510f-4e17-8580-09addc890483,SP92_181
Beechcroft Farm,54.06512,-1.286252,,5344f417-af1a-4733-9c1d-6707d99bb284,SE46ABC0RD
Baldersby Park,54.181812,-1.406578,,249f9bce-9afc-4e2c-aa77-a0871704fb05,SE37BDP0SS
Mapperton,50.796226,-2.148085,,8645e352-b457-41ad-b41a-c21802a727ef,90189406
Dean Hill,51.031071,-1.646215,,4ff04421-2992-47b6-9a12-f530b6650663,141811904
Kiln Barn Well,51.282116,0.455641,,33a81a06-26af-44bd-8e51-d5881804a740,442124021
Fowlmere,52.091824,0.048063,,dbbd2008-3223-4399-8b06-17e4d0e2b0a0,TL44_011
Lancing College,50.841032,-0.299166,,ae6bea7e-b99c-4ed1-a321-edf4f8107cba,243111008
Eagle Lane,52.204884,0.378479,,9f546ab3-5204-4e4a-b3a6-883d61783b2f,TL65_044
Chilton East House,54.670309,-1.527433,,05681524-1091-498e-a3fe-411a11a6ba4c,25-3-3
Grange de Lings,53.291474,-0.531175,,f98d9b7a-8e69-41f9-918c-6d2c75fd0b86,1_610
Clowes Wood,52.946322,-2.336804,,f4144b2d-9052-4405-86a4-f4f5aa6f9072,1065GW
Lacock,51.420669,-2.148789,,4c1a2d1c-3d92-4736-8069-518d29d5022a,91486335
Weir Brook,52.812254,-2.965719,,6112b5e7-b3ef-4da0-a4a6-13a34fed6b03,0414GW
Scantruck,52.191511,0.989027,,470eee89-7bcf-447a-bef6-5ec1b8164589,TM05_493
Rockcliffe,54.955058,-2.985661,,215f4242-cd9c-477e-96a6-0e2de7a3aef5,NY36_3
Manor Farm Crimplesham,52.605412,0.441364,,236b60d9-ba4a-4fd3-9471-03792fa2a060,TF60_001
Sleaford West Banks,52.998466,-0.416563,,b92101f2-9ee5-43a4-82e4-b70a66a641a2,8_704
Evedon,53.015147,-0.373616,,a57e3683-338d-4c30-8f97-d9eca37d730a,2_533
North Somercotes,53.458405,0.136279,,3be42f47-3652-49c3-9f55-d041c7327ac8,6_060
Moor Lane Reepham,53.248617,-0.420532,,35f5e608-d241-4f39-b541-dc48de189bcf,1_816
Minety Road,51.634888,-1.940907,,087fe918-5442-4cf3-8adb-355b55334664,TW05_12
Bottom House farm,51.648267,-0.580617,,5a53710f-297b-4588-b7aa-0ad5e993e003,SU99_63
Greenfields,52.831064,-2.574581,,00f7acc8-14a6-429a-9e71-916caff9692c,26109
Greenfields 3,52.831064,-2.574581,,00f7acc8-14a6-429a-9e71-916caff9692c,2313GW
Blakeley,52.814068,-2.517383,,2efb7df4-f585-40e7-aad6-a783d0f89899,0037GW
Kirkburn,53.983476,-0.503383,,fad7a8c6-a330-44a3-befa-55b60b8d55d2,SE95KB00CC
Whitewebbs,51.681761,-0.094553,,823db21f-7ba7-46e8-a6ce-09a29d62c62a,TQ39_12B
Briff Lane,51.425522,-1.215433,,0ad9d50d-d153-4f3d-bfb5-b9eec6f05a97,SU56_119
Langton,53.212542,0.078945,,69cd213f-b368-4f91-9c14-c534256646ce,7_076
Primrose Hill,53.898374,-2.82319,,4aacf75c-2748-45a9-a8e2-472a429881f5,SD44_35
Laurel Farm,51.981218,1.369415,,27f5573c-c70b-4ca5-97ca-1c9ad3e0a14c,TM33_1647
Whitefriars,51.657035,-1.928735,,11752b69-a879-4043-b0b0-05ad4ed6bab9,GP01_92
Woldingham Golf Club,51.300374,-0.051731,,f0319d3e-38eb-4c85-9d19-e65896affe30,TQ35_8
Wold Road Wooton,53.622056,-0.391427,,f0fe408d-a3cf-4efa-a56e-19e042e12e6a,5_018
Kings Coppice,53.466201,-2.633438,,650599ba-29fa-4cdd-a932-e19959aa2a13,SJ59_146
Danes Hill,53.370841,-0.98898,,2b3ede87-c5a3-454b-8fca-0666e7359abe,1725GW
Lopcombe Corner,51.117586,-1.644098,,c962ac5b-0532-4220-ac82-160104126de1,141811180
Castlethorpe Bridge Broughton,53.566172,-0.508084,,e6a82749-7fc5-4488-8e8b-7db5e940d0fc,1_833
Castle Farm,52.10264,1.014346,,011e331c-6db7-438a-9d21-33cb7df5b7a8,TM04_695
Stamford Newstead,52.659657,-0.453379,,89a346cf-c501-4d65-933c-d49ebfe07dcf,3_504
Great Milton,51.720295,-1.088857,,c56a8022-f588-4a94-9454-03eb5fe791af,SP60_50
Ellesmere Port,53.277172,-2.910482,,15f7e17e-e414-4547-aa73-94179b1e3b1e,SJ37_42
Pashley Farm,51.037075,0.428467,,dc2a5673-4620-40a3-8f56-c30557c52b1d,546531001
Caves Farm Chatley,52.249981,-2.21886,,20f7ac02-beaa-480a-98dc-4c61cc4565a1,0073GW
Greenbank,52.473231,1.517771,,1a586881-1346-43fa-a5c4-a97d4585c0ae,TM39_910
Peplow Mill,52.814364,-2.53163,,a910cfb0-9ec6-43d1-8ca4-8505689f2d02,2098GW
Fairfield Nursery,52.097197,-0.266781,,8a075860-823e-4df1-a8bf-ec5c269ef3b9,TL14_003
Highmoor,51.553139,-0.990558,,5943e2b5-0a04-4709-8674-98b0d216635c,SU78_90
Highfield Farm,52.04717,-0.070764,,6819547e-c40c-4a60-af77-1c1df8a87cfe,TL34_015
Broome,52.403919,-2.143335,,bbe9037b-04ea-4072-94ee-af6d0a1ad2e4,560
Broome House,52.403557,-2.145098,,bbe9037b-04ea-4072-94ee-af6d0a1ad2e4,0054GW
Climping Ryebank,50.802068,-0.585774,,367b1196-a7e2-4781-b2f1-b301ff3c9f68,244110026
Frizzlers Green,52.228854,0.612839,,642b7481-4ae3-4b5c-917d-9b7e9928de21,TL76_128
Great Thurlow,52.117447,0.454994,,380aa24c-7c98-47a0-bc35-15713e98d555,TL64_892
Red House Farm,52.204734,1.12321,,5b937e72-173b-4394-9648-043c6b94f7dc,TM16_3058
Whitewool Farm,50.988336,-1.06952,,0ae5d885-11fb-4230-a8e8-9cba9c5d9c10,142804895
Whitwell Common,52.741153,1.086829,,9b3efc73-faf3-43cd-8b82-cfaa059f25ef,TG02_804
Cow Common,51.615041,-1.064853,,7bb8545a-0643-447c-b43a-8f2d9181956e,SU69_139
St Marys Farm,50.877905,-0.08777,,b0f5b112-7d81-4435-9536-44c9a9278eab,242601058
Poynatts Manor,51.606445,-0.883659,,2e87cc58-eb82-47d3-8f16-ec4ccce0e92a,SU79_25
Ashmore,50.95784,-2.13093,,8e14487b-9d4d-4dd9-9028-56ad738ca8e0,90191301
Radley Crossroads,51.42494,-1.473254,,edb6a162-cf97-4086-8c7f-e19d42749717,SU36_100
Newhall,53.084198,-1.013027,,6d92e68d-2c3d-4c46-b7da-d0a1221ae514,1813GW
Orcheston Down,51.216448,-1.940812,,706f6c26-53ea-4585-a47a-956023d162d8,90104208
Hill Farm,52.094844,0.819998,,785e2787-7195-43a8-9b36-e0d6d08dc9e1,TL94_371
Drill Hall Adastral,52.650813,0.692745,,dba3b887-d206-419d-8639-b5e716c3c127,TF80_023
Dale Plantation,53.815268,-0.602251,,3db08aee-34dd-4d27-9262-a8feb28ea984,SE93DPT0CC
Liverpool Victoria,51.518921,-0.121551,,f03c80d7-85a8-4a71-9663-9be4365e12c9,TQ38_263A
Elm Tree House,51.599013,-1.654095,,642fc3c1-4769-4e5f-9ebd-030a2a509064,SU28_74
Scarning Fen,52.67112,0.928729,,fc74be2e-dd2e-4eb8-ae22-7226de865c16,NTF9182P1
Sawston Road,52.126362,0.200711,,2322d72b-01a3-47e7-baf7-4b9c14a425d7,TL54_006
High Eggborough,53.689834,-1.131079,,793cf4ba-e73b-4db0-8f81-7a14d8d81e58,SE52HEB0SS
Overy Cottages,52.456068,0.940883,,6ca57a33-2666-4d7f-b231-5169cb3654eb,TL98_030
Steyning Jarvis Well,50.887859,-0.325257,,b571723b-5622-4cce-8e31-6d9d6cc54e9f,243121001
Forton Heath,52.75415,-2.839824,,5b95fb83-9430-4919-a21f-90641e81b071,26115
Westmarsh,51.310061,1.263216,,64bef4ae-aa86-467c-992a-53871e7397b9,644820002
Halland Godfrey Cottage,50.924945,0.150755,,caf450d7-66f5-48a8-8199-50f6409d05d9,342912006
Hurcott,52.400226,-2.208139,,522b1a48-b3bb-46c7-8932-ad3f0164f5f0,585
Hurcott Car Park,52.399577,-2.219453,,522b1a48-b3bb-46c7-8932-ad3f0164f5f0,1908
Glaven Bridge,52.952753,1.039185,,65e8c95d-ac56-4ddf-bae9-3ff7f13d851c,TG04_433
Coploe Road,52.066902,0.174777,,d3edb916-ac17-4139-8a80-8efe72314119,TL44_286
Mimram 9,51.820008,-0.193776,,feb501a1-d3ca-4251-bc8f-d7264cdf58b7,TL21_105
Kirkby in Ashfield,53.099352,-1.269416,,0191143e-dc2e-416a-ae20-3c5d3b8783ba,1771GW
Faulkners Bottom,50.893472,-0.079482,,1bdec1e5-00b2-4552-8037-67cbe048b482,242601065
Teddington,51.432062,-0.32064,,9eaa9d56-ef35-4029-972b-404da217bf90,TQ17_156
Waldershare Well,51.187215,1.278056,,a1c67e4d-69ff-4e7a-91ec-b99dd37e8ffe,644922006
Walderton Pitlands Farm,50.905356,-0.868151,,d382fc13-7179-4fc6-84b0-bf8d336bfefc,245122002
Jane Austens House,51.133256,-0.989148,,060c1e80-1fd9-4a5e-85b5-cc3de0ff157e,SU73_3
Oddo House,53.143128,-1.675166,,c80c08db-53a4-4a26-b856-90f2f3d3cd0a,1431GW
Westwood,53.827971,-0.451634,,2345b82e-79e7-4c88-acf8-847b11e8e3c9,TA03WSW0CC
Balmer Down,50.874162,-0.053909,,918903bf-b35d-4985-b967-3e60e6cb46ce,242622009
Rare Breeds Farm,51.180173,-1.699483,,2ef866d7-9e34-4fbf-a7fb-1df05386b171,90124101
Adder Bottom,50.875733,-0.218133,,403c64d7-5ef6-492d-850a-73237e84d779,243103026
Ashley Village,51.078445,-1.455284,,58431c77-5b33-4741-822f-a0f51353e3b0,141809181
Crabbe Castle Farm,52.9141,0.837998,,29394f30-dfa3-4d44-ae0d-40914ea1b21b,TF93_089A
Old Hat,51.387323,-1.427986,,5c905251-f1e8-4326-b38b-3957ce860cd9,SU36_108
Martinscroft,53.396022,-2.516899,,2dba783b-aca7-4581-9691-fc12690d7e8c,SJ68_78
Druce,50.756071,-2.363102,,d5ee1270-d41e-4c35-87ea-ac63397e6532,90179214
West House,54.689408,-1.463174,,289452a2-b417-45d8-b247-8eeda4ee678d,25-3-333
Gatewarth,53.380197,-2.630206,,c67b1297-8e9a-4039-8996-9b5ce2e0b925,SJ58_150
Bishops Wood,52.313049,-2.241321,,b00cb197-02e0-4f73-9689-f6b166e8ff1c,0035GW
Lagness,50.80489,-0.722799,,e20b2115-d1e9-4076-a2e7-dbd567960daf,245313206
Laverton 2,51.278392,-2.342276,,b13119ce-520a-4fc1-b891-e0b6628c13da,90875440
Knowlton Dower House,51.23463,1.264492,,a0b2378e-afc1-451d-9493-d0fe659ced09,644621012
Deep Spinney,52.142693,-0.512314,,5bcca336-cb3f-46c0-81c7-8b59aecf8b47,TL05_086
Little Orchard,51.250132,0.837426,,ad0fb2bb-389e-469f-82e3-bc3a23052ca7,642326005
Gade 6,51.745821,-0.473876,,b5a5f0cd-0488-46bf-b834-67f8789673c1,TL00_99
Gamston,53.28157,-0.946242,,8556bfb6-91ef-4307-b906-9577abb37f70,1747GW
Bowmoor,51.692575,-1.725068,,836d72fe-23c3-4289-8dbe-ba56d08d07db,GP06_7
Whitwick,52.738248,-1.363593,,5607fc3e-329f-45f3-aada-34e545c3390a,1653GW
High Up Farm,53.120372,-2.041267,,8fa73630-d0c9-45ed-93a5-812a5841dc66,1445GW
Venson Farm,51.226843,1.292921,,a153a03d-a54d-4a97-b5f6-88a1264c813e,644922004
Upper Trinity,52.473976,-1.878565,,8d14f88d-e323-48a2-bf57-438c6729a50a,1214GW
Penton Corner,51.21455,-1.530276,,8e108dfc-4a2e-46cb-b67c-e20665bb6928,141806919
Westlands,52.185399,0.015364,,dae44533-b902-44f5-8792-25492acb9f37,TL35_065
Bentley Bridge,53.617376,-2.786872,,782ff51c-cf2b-4b8c-a9a5-9055e890ca1b,SD41_28
Haymans Farm,53.284049,-2.216164,,17e3e2b7-d62d-4001-a9cc-f015ad94e13f,SJ87_34
Saxby,53.359837,-0.520109,,6bd96499-3572-4c3a-b72d-c5637e88213d,1_587
Clapham Wood,50.848139,-0.430949,,9802c784-17ae-4544-8d69-b2030f542002,243101015
Leechmore Cross,50.625076,-1.279154,,4712e3b5-269b-42ab-9029-79d26a216cdd,40101073
Caxton Hall,52.207567,-0.097471,,cf96f42e-1b35-4fc0-b850-46a35ae2e52d,TL35_002
Quarry Farm,52.835042,-2.623619,,1b044897-5f59-4026-9d50-a98fe625b7a2,0328GW
Wick Down,51.469266,-1.811566,,8b0dcf92-5644-41c9-a743-b72f0e0192f6,SU17_119
Grange Farm Pimhill,52.776492,-2.766429,,8b09d48a-87ed-40b9-b039-0f6988e61606,3041GW
Pack Lane Kempshott,51.251229,-1.134436,,235ba806-c525-433a-b72c-1945d924b24e,SU65_21
Oakhill,51.216085,-2.498175,,4cce511b-508d-4f29-9632-9f358228adea,91664338
Ringmere,52.4548,0.810037,,a838e093-59d3-475f-848b-f95c09433976,TL98_029
Branstone Cross,50.648193,-1.210625,,b43ba9ff-bd7b-4e75-8705-ceab9e671e9d,40101064
Speke,53.367165,-2.866488,,05bbef07-6ab4-40b9-9bd1-924dfd0a84e6,SJ48_92
Abbots Farm,52.22237,0.569073,,a33d4506-23d7-4f52-8c7d-8b269f1683d9,TL76_006
Forest Farm White Post,53.107308,-1.069711,,1bf63f04-c785-4714-b0cc-efb9b043f82f,1781GW
Kynock Press,52.513987,-1.884202,,f48290a2-6d8b-4a2f-985a-7b6b0a90d890,1069GW
Barholm,52.680438,-0.406787,,2c4b2413-e35f-485e-9279-e4b284f25563,3_503
Tolpuddle Ball,50.754284,-2.265132,,e9cdf4c2-7321-4a77-9fa2-5a36e947b455,90189119
Knolls,52.751601,-2.856813,,14d0d52a-95d5-4529-9590-9af1236ce0cb,26111
Knolls 2,52.75205,-2.856822,,14d0d52a-95d5-4529-9590-9af1236ce0cb,26141
Oxtalls Farm,51.710778,-2.113052,,a9399bf1-1b76-4bb1-8415-eb2e79c19604,SO90_67
Marsh Benham,51.412066,-1.388352,,d3e05235-64a2-4722-87cb-c600d7b745a6,SU46_3
Jubilee Lodge,52.410105,0.778518,,ad3a30bb-94c8-4b82-bef8-84354d3dd888,TL88_066
Shottesbrooke Park,51.488441,-0.789753,,342671cc-7801-4e3f-a85d-ff30db9de697,SU87_22
Kenyon Lane,53.461234,-2.557077,,7e68291b-84f8-4cfa-b2ff-f671e6495d47,SJ69_138
Springwell,54.921336,-1.557792,,2e93901c-c507-49f2-83a0-91401845536b,23-5-83
Woods Copse Forest Side,50.90672,-0.936743,,410c0094-6abc-48bd-b0d7-e8b2d47cd0e8,143701274
Twydales Nafferton,54.02012,-0.406026,,e54ee28c-5825-4584-86b2-2ed95ef7708d,TA05TDN0CC
Berden Hall,51.945088,0.132866,,e81b6424-57ce-49de-aff2-4bd6fb984c94,TL42_8
Wykeham 2,54.23093,-0.505798,,fb6aa169-18cc-4a18-b897-d76aa619e738,SE98WY02CO
Sutton Scotney,51.152081,-1.347899,,27c4346a-533d-4499-af61-0dda6994d5c1,141804742
Thelveton Hall,52.383226,1.166254,,f29af75b-620e-42fb-8d3b-53f67b7ce17a,TM18_506
Hazely Down Farm,51.024742,-1.284811,,ff07094c-55cb-4b4a-8467-36c369a0b10f,142206896
Durweston,50.880783,-2.20669,,af6b896c-5b31-46f5-b09b-6382d5e13783,90180410
Hook Bottom,53.723029,-0.878905,,fdc343d9-fabb-4742-a557-44488a06ea4c,SE72HKS1SS
Swarraton,51.129945,-1.187438,,c039d2e6-2bd8-43f3-8bf9-7f1001471b2e,142203239
Ashill,50.898699,-3.296684,,b40df322-959a-43fb-a928-9f17b6aefbe2,ST01G026
Bircham Newton,52.875921,0.633092,,d069a6a2-06fe-407d-95ed-7e5eb09bcf35,TF73_092
Barrow Haven,53.694149,-0.381334,,26bf72ed-dd00-4c94-9ac8-036c502e5455,5_002
Wintershill Chalk,50.96084,-1.234631,,885836f9-c09b-4612-87f1-925eb3fde5ad,142502963
Bartlow junction,52.096095,0.319366,,98b37a90-c00a-4424-acf5-697e6b321183,TL54_116
Layton House,54.638246,-1.414595,,05c8505a-5ec3-4885-9249-2786b3e056df,25-4-20
Lower Hare Park,52.207041,0.331669,,9d8f2dca-aa2e-4782-864a-258d676ee0ff,TL55_009
Keepers Lodge Wherwell,51.181774,-1.455469,,a9b6e276-a0ae-45fc-82f2-3f7ea507d7e3,141803340
Lakenheath,52.415663,0.500692,,3cb3d09f-5bf7-460d-945b-051dee701e4f,TL78_206
Keelby,53.565429,-0.229512,,d466c4c3-dd1a-4862-9489-a093f221265a,5_114
Winterbourne Houghton,50.836837,-2.264805,,d520b7ed-05d0-4609-b5e6-34b9f2019f93,90180117
Norton Top,50.804966,0.111545,,6c99401a-1ef4-4dc6-a52d-a013d9770b67,342604007
Filston Farm,51.324964,0.174399,,5c6c1ed3-3994-4b9b-8fc4-54d19b284b52,441330002
Watch Hill,53.125399,-1.084265,,1218633f-96e8-4c60-9ea1-5b26f8fcc223,1735GW
The Spinney,52.653349,1.205803,,a5ab96ce-58e5-4994-b303-1c5caf14c604,TG11_619
Hixham Hall,51.920304,0.112,,0f2641fe-0f9d-4ac5-9452-28bcebd639e3,TL42_6
Upper Bevendean,50.843983,-0.083987,,8df4a338-7233-4430-8723-4ed00ee2b22d,242601067
Baydon Hole,51.506575,-1.575319,,1b80651b-539a-42e5-aee2-b876dde28789,SU27_63
Stonehouse,52.803158,-2.600468,,5ccb1b59-d0c9-4605-8050-bb9ee8612756,2082GW
Roud,50.61551,-1.273788,,e8d64459-6ddb-4af8-835a-783905958a51,40101027
Coleby,53.140531,-0.494617,,4000ef7b-d97a-4be1-9926-b616eb6fb808,2_547
Pim Hill,52.777775,-2.762597,,7aaf402b-ebb0-4e52-b1ad-604c3a857eba,2850
Chells Manor,51.911922,-0.159994,,f55d4183-3033-4d79-8ff9-50462b931ff8,TL22_6
Monkton Farleigh,51.384536,-2.271477,,dc6134b6-3a36-4cd2-a352-bd861565dd19,91496203
Little Bradley,52.139418,0.452724,,6440d0dc-0b0b-410e-a916-db95525b6997,TL65_710
Lower Austin Lodge,51.352279,0.207418,,fa226eed-fed2-441b-b952-abbead106e59,441325002
Lodge Farm Thelnetham,52.360416,0.954648,,e003a4ac-45ea-4142-b0a7-253011f33164,TM07_145
White Gates Farm,51.355446,0.625737,,a2fa563e-9f8a-4590-8820-a78c024f8ef4,642221002
Bridge Cottage,51.192358,-1.608492,,6ac902c7-e8c1-40fc-a6d2-4c648168ad22,141806359
Frankbrook,52.772994,-2.844633,,159db85a-9154-493b-babb-90964b7d7841,26119
Frankbrook,52.772728,-2.844184,,159db85a-9154-493b-babb-90964b7d7841,0136GW
Thornton Hough,53.324025,-3.034847,,55cbe991-a96e-4ef2-812c-35319509ee80,SJ38_78
Halling,51.352027,0.447271,,bb36d385-dd0a-48a9-bf79-c201dec2daaa,442131001
Glebelands,54.080025,-1.382795,,71d6d60a-d36a-400c-9031-1a4cb3791d93,SE46GL00SS
Illington Belt,52.462395,0.866365,,db26a2f1-1763-4e5a-9181-c08aa262ad39,TL98_032
Shefford Woodlands,51.456061,-1.475342,,a25a516b-596b-4b82-9b32-ee25a4104248,SU37_9
Silverlake Farm,50.93706,-2.549878,,d93ce273-d0d9-4dd0-892b-84937ea34012,97259000
Hagley Treherns Farm,52.428019,-2.137383,,255937fc-f7e9-431a-8573-d992768681ba,0151GW
Rodbridge Corner,52.062951,0.707828,,be75949f-4213-4388-bc34-a9b0a09c2912,TL84_541
Beacon Hill Bulford,51.198091,-1.701828,,14fd3092-e198-4405-aa34-a058dfbcdbec,90124104
Knatts Valley,51.328659,0.244539,,68fd98a6-b9e1-49d4-b72b-a23eade6327f,441324002
Lower Road Chinnor,51.704907,-0.91293,,e9d08c2f-e8b3-4f60-895c-9acd9cfe9cf6,SP70_51
Over Compton,50.950255,-2.580854,,c5cab36f-7c64-467d-9b94-b1c3789d5443,97221000
Pigeon House Lane,51.437636,-0.681321,,a9e9674a-8aed-4cf9-9bee-641dc523887f,SU97_114
Church Farm Ryarsh,51.305993,0.397974,,d3919c65-86c4-47af-9a87-85a69ebbe060,442113002
Birmingham University,52.449027,-1.932486,,0957e811-a4b7-45c1-8b50-2896a1598fe6,1229GW
St James Well,51.196881,-0.397663,,0d13a50b-56be-4e30-acfb-5ecb5d7004da,TQ14_20
Oldfen Plantation,52.802761,0.53616,,58aaa5b7-4b73-4d31-b228-4a5b010bfe23,TF72_117
Kilkenny Cottages,51.777699,-1.804706,,a16ae387-8931-44c9-95a8-b2efba08ccaf,SP10_91
Wyndhams Lodge Corham,50.982319,-1.165799,,0bd44f27-baca-4e4e-b2bd-1c4399a62cfd,142502277
Houghall,54.757742,-1.566413,,dc33b3e5-339c-42e8-a9a6-c2369a5a9a77,24-5-150
Roast Green,51.97465,0.125126,,6b73bb4f-f232-4b00-9a0c-760389430ed1,TL43_001
Ballscroft,52.735013,1.515731,,d08673aa-6c28-49ce-b037-0643aceb6723,TG32_710
Thornhill Waters,51.699641,-1.749045,,3f428fc5-3130-404d-9df7-5a0b3cc264b8,GP06_12
Moor Farm Godshill,50.639456,-1.249378,,1dee2d92-4a0f-4644-83e6-ff1a8dc3c3f2,40101015
Littlebourne Mill Gravel,51.27919,1.175635,,3824107b-582b-40be-bedb-3bc60489a1c0,644601004
Littlebourne Mill Chalk,51.27919,1.175635,,3824107b-582b-40be-bedb-3bc60489a1c0,644601005
Highfields,53.374929,-2.520326,,121b11ac-11c9-4d9a-9957-9a98fee39cea,SJ68_42
Lower Farm Grimston,52.776093,0.455311,,6e84dbbe-71dd-45f0-9d96-8aa09ff402bb,TF62_004
Riddles Lane,51.331335,0.715193,,928b8d30-7caa-4f11-abb1-f6607223fdeb,642224003
Goodworth Clatford,51.161134,-1.486487,,d87568e4-90a9-4c7c-9b57-d66a398c640f,1418061007
Midhurst Madams Farm,51.018011,-0.734461,,43494e61-22e2-4a9a-92b2-da89d3262bb4,244330014
Rustling End,51.877143,-0.243643,,463cf6e7-5b11-49fa-be29-80eb0dee140a,TL22_92
Tudor House,51.203913,1.096483,,4ba4341b-a7df-42b9-9810-2aa00eedffd4,644650005
Shrubhill Farm,52.465206,0.44455,,0338286a-9ad3-42f6-8d03-49d908987607,TL68_001
White Floods Stoke,51.257267,-1.399579,,02f97ee3-a843-4db3-a34d-62988f679994,141802512
Harling Road,52.458957,0.90882,,a2dc1630-aeeb-4c3f-9ead-3729405b1033,TL98_014
Marley Bottom,50.652883,-2.27285,,b1a6d79d-3f0a-45cf-bb4a-b0dfad6a9319,90188106
Thoresthorpe,53.276298,0.188683,,8cb668f7-7ed0-43de-8a62-ed7660d92e8a,6_087
Abrams Lane,52.041767,0.100602,,d9bda4c7-4c21-422f-a517-5b8d121c1ce7,TL44_019
Allnuts Hospital,51.510027,-1.054611,,09ced2a9-19d5-4045-9718-6cb62d13c4d4,SU67_66
Peddars Way South,52.515417,0.819993,,efed6ba1-de3e-4184-8ec5-6905d71bf304,TL99_034
Silver Street,51.605544,-1.977058,,2a3cb376-eebd-4404-a0ff-970c6f45fb62,SU08_22
Model Farm,51.668388,-0.995142,,d7009239-e75c-4423-a05d-eae267160e11,SU69_25
Swan House,54.574612,-1.611872,,2b4c75f4-2186-4649-8847-9ba7f676c7d3,25-3-60
Keepers Wood,50.996961,-0.657297,,193a3097-3b30-4b9a-904c-06ef7e6d69b7,244320012
Graces Farm,51.093722,-1.271752,,bc839462-9a9c-44ec-8ccd-9f2e6e159607,142204684
EggingtonCreamery,52.8641,-1.613677,,b5199d39-f76c-45b3-89eb-372c1fcf1780,1409GW
Wiggonholt,50.940181,-0.488773,,53bae8b9-d6eb-49b3-8877-f3b58bb36138,244154001
Whiteladies,52.964416,0.642505,,11c7268c-550f-4952-91ba-965460022ffd,TF74_745
Dale Farm,54.158093,-0.315407,,e9a850c8-05f5-4b19-9ab8-3287e1ecc71b,TA17DF00CC
Woodlands Park,51.721521,-0.720681,,aacf1e9b-5a58-41bc-b51a-4fb67cbbb41b,SP80_64
Sunnyside,51.228918,1.092418,,32765a36-e4bb-492e-b3b7-7106b1b8ce3b,644650004
Oxton,53.060651,-1.069373,,53036c95-6540-406f-99f9-bcf7e58bf3b5,1738GW
Merrington Grange,54.665422,-1.589613,,004bba02-80cd-475f-a1e8-1ed892b74ff8,25-3-5
Lordship Stud,52.216985,0.343082,,918740a4-2675-4181-ad38-aa7ac7dae374,TL66_007
Lomer Farm,51.009142,-1.160557,,c392567f-09b1-49bf-94a6-5046afa0fea4,142502278
Catfield Hall,52.732349,1.525177,,00cca530-c0d4-4792-92e7-ff341158b701,TG32_801
Bradmer Hill,53.191106,-1.131658,,176d2b27-19f6-46fb-b33f-9244146b3762,1874GW
The Oaks,52.025136,0.213784,,b4124a2c-edb3-4052-a51a-40a31d51de5f,TL53_021
Barlby Road,53.787999,-1.047497,,1c7651c2-3dff-4347-aac0-2b1e0b045301,SE63BCM0SS
Chilgrove House,50.922874,-0.812992,,67c1c6de-4ad2-4636-ab5a-e0857ba15ec1,245221014
Parrs Barn,51.022596,-1.1459,,81a8fc18-8dcf-4452-9563-eecd308351cd,142201661
